1,-0.000000278154702833228,-0.023556905788907800
1.047128548,-0.000000304990568747572,-0.024667108533985300
1.096478196,-0.000000334415505585390,-0.025829633519320900
1.148153621,-0.000000366679306984506,-0.027046946615660700
1.202264435,-0.000000402055866097918,-0.028321629906589400
1.258925412,-0.000000440845488052565,-0.029656387165462200
1.318256739,-0.000000483377464705479,-0.031054049590455600
1.380384265,-0.000000530012848051756,-0.032517581809900300
1.445439771,-0.000000581147532217762,-0.034050088170635200
1.513561248,-0.000000637215595823278,-0.035654819322720000
1.584893192,-0.000000698693003074109,-0.037335179114473300
1.659586907,-0.000000766101644298717,-0.039094731812459900
1.737800829,-0.000000840013744858877,-0.040937209661743700
1.819700859,-0.000000921056751403527,-0.042866520802438600
1.905460718,-0.000001009918639535060,-0.044886757559351700
1.995262315,-0.000001107353759571940,-0.047002205122299600
2.089296131,-0.000001214189245480490,-0.049217350635508900
2.187761624,-0.000001331332023620630,-0.051536892715380700
2.290867653,-0.000001459776531239510,-0.053965751416805100
2.398832919,-0.000001600613123498200,-0.056509078669164800
2.511886432,-0.000001755037374434020,-0.059172269204161400
2.630267992,-0.000001924360194713020,-0.061960971998642500
2.754228703,-0.000002110018971575460,-0.064881102256698900
2.884031503,-0.000002313589770512730,-0.067938853956444200
3.01995172,-0.000002536800703788960,-0.071140712988088100
3.16227766,-0.000002781546618172680,-0.074493470911166800
3.311311215,-0.000003049905175169510,-0.078004239360107500
3.467368505,-0.000003344154467443060,-0.081680465128678700
3.630780548,-0.000003666792388400730,-0.085529945965316800
3.801893963,-0.000004020557824379550,-0.089560847112827100
3.981071706,-0.000004408453893160210,-0.093781718627534900
4.168693835,-0.000004833773455431480,-0.098201513514614900
4.365158322,-0.000005300127053503470,-0.102829606718057000
4.570881896,-0.000005811473582004790,-0.107675815005539000
4.786300923,-0.000006372153865115510,-0.112750417790370000
5.011872336,-0.000006986927530899670,-0.118064178934659000
5.248074602,-0.000007661013395866150,-0.123628369579940000
5.495408739,-0.000008400133795649800,-0.129454792053659000
5.754399373,-0.000009210563119306580,-0.135555804902214000
6.025595861,-0.000010099181119091600,-0.141944349103623000
6.309573445,-0.000011073531279258900,-0.148633975515380000
6.60693448,-0.000012141884853370600,-0.155638873615713000
6.918309709,-0.000013313311109213500,-0.162973901599140000
7.244359601,-0.000014597754271247400,-0.170654617890141000
7.58577575,-0.000016006117975499500,-0.178697314141735000
7.943282347,-0.000017550357810746400,-0.187119049788891000
8.317637711,-0.000019243582806244900,-0.195937688230015000
8.7096359,-0.000021100166707968200,-0.205171934713180000
9.120108394,-0.000023135870028042900,-0.214841376007367000
9.54992586,-0.000025367973780745200,-0.224966521942787000
10,-0.000027815426223464200,-0.235568848908263000
10.47128548,-0.000030499003671308600,-0.246670845397823000
10.96478196,-0.000033441486879348100,-0.258296059702962000
11.48153621,-0.000036667854417093900,-0.270469149851562000
12.02264435,-0.000040205494698076800,-0.283215935899211000
