10,0.98
20,0.98
30,0.98
40,0.98
50,0.98
60,0.98
70,0.98
80,0.98
90,0.98
100,0.98
200,0.98
300,0.98
400,0.98
500,0.98
600,0.98
700,0.98
800,0.96
900,0.96
1000,0.94
2000,0.86
3000,0.74
4000,0.62
5000,0.52
6000,0.42
7000,0.36
8000,0.3
9000,0.24
10000,0.19
20000,0.04
30000,0.0112
40000,0.0024
50000,0.0008
60000,0
70000,0
80000,0
90000,0
100000,0
200000,0
300000,0
400000,0
500000,0
600000,0
700000,0
800000,0
900000,0
